society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
assotech blith,0.92,sector 99,6740.0,2.0,2.0,3+,22.0,Under Construction,flat,1235.0,0,0,0,0,0,0,56,"28.4640° N, 76.9614° E",28.464,76.9614
independent,3.5,sector 5,15556.0,6.0,5.0,2,3.0,Old Property,house,2250.0,1,1,0,1,1,2,155,"28.4794° N, 77.0176° E",28.4794,77.0176
ats tourmaline,1.75,sector 109,8140.0,3.0,4.0,3+,7.0,Relatively New,flat,1797.0,0,0,0,0,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
godrej,1.35,sector 79,8970.0,3.0,3.0,2,7.0,Relatively New,flat,1362.0,0,0,0,0,0,0,118,"28.3624° N, 76.9787° E",28.3624,76.9787
adani m2k oyster grande,1.8,sector 102,9529.0,3.0,4.0,3,17.0,Relatively New,flat,1710.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
vatika sovereign next,3.85,sector 82a,7500.0,5.0,6.0,3+,6.0,Relatively New,house,5140.0,0,0,0,0,0,0,53,"28.3858° N, 76.9686° E",28.3858,76.9686
godrej air,1.83,sector 85,10005.0,3.0,3.0,3+,18.0,Under Construction,flat,2032.0,0,0,0,0,0,0,110,"28.4042° N, 76.9513° E",28.4042,76.9513
vatika lifestyle homes,1.04,sector 83,5699.0,3.0,2.0,2,2.0,Moderately Old,flat,1500.0,0,0,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,8.0,sector 25,8000.0,3.0,9.0,2,3.0,New Property,house,11111.0,0,0,0,0,0,0,0,"28.4844° N, 77.0860° E",28.4844,77.086
surendra avenue 69,0.75,sector 69,6818.0,2.0,2.0,2,4.0,Moderately Old,flat,1100.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
smart world gems,1.01,sector 89,9157.0,2.0,2.0,2,4.0,Under Construction,flat,1226.0,0,0,0,0,0,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
experion the heartsong,1.2,sector 108,6826.0,3.0,2.0,3+,11.0,Relatively New,flat,1550.0,0,0,0,0,0,1,174,"28.5134° N, 76.9830° E",28.5134,76.983
ats triumph,1.83,sector 104,7991.0,3.0,4.0,3+,10.0,Relatively New,flat,2000.0,0,0,0,0,0,0,165,"28.4788° N, 76.9960° E",28.4788,76.996
sobha city,2.45,sector 108,14040.0,3.0,3.0,3,15.0,Relatively New,flat,1460.0,0,0,0,0,0,0,49,"28.5134° N, 76.9830° E",28.5134,76.983
signature global city 81,0.89,sector 81,8279.0,2.0,2.0,2,3.0,Under Construction,flat,1194.0,0,0,0,0,0,0,20,"28.3867° N, 76.9485° E",28.3867,76.9485
ss the coralwood,1.05,sector 84,6774.0,3.0,3.0,3,6.0,Relatively New,flat,1610.0,0,0,0,0,0,0,129,"28.3979° N, 76.9736° E",28.3979,76.9736
brisk lumbini terrace homes,1.5,sector 109,6617.0,3.0,3.0,1,4.0,New Property,flat,2519.0,0,0,0,0,0,0,37,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,8.1,sector 26,35294.0,5.0,5.0,2,4.0,Old Property,house,2295.0,0,0,0,0,0,0,42,"28.4757° N, 77.1032° E",28.4757,77.1032
the close south,3.25,sector 50,12810.0,3.0,4.0,3+,4.0,Old Property,flat,2819.0,0,0,0,0,0,1,135,"28.4178° N, 77.0628° E",28.4178,77.0628
shapoorji pallonji joyville gurugram,2.5,sector 102,13998.0,3.0,3.0,3,15.0,Under Construction,flat,1653.0,0,0,0,0,0,0,151,"28.4750° N, 76.9715° E",28.475,76.9715
vatika gurgaon,0.84,sector 83,6747.0,2.0,2.0,2,7.0,Moderately Old,flat,1127.0,0,0,0,0,0,1,157,"28.3986° N, 76.9647° E",28.3986,76.9647
m3m woodshire,1.32,sector 107,6331.0,3.0,3.0,3,10.0,Relatively New,flat,1758.0,0,0,0,0,0,0,117,"28.5052° N, 76.9729° E",28.5052,76.9729
shapoorji pallonji joyville gurugram,1.4,sector 102,11667.0,2.0,2.0,3,0.0,Relatively New,flat,1286.0,0,0,0,0,0,0,80,"28.4750° N, 76.9715° E",28.475,76.9715
puri diplomatic greens,2.58,sector 111,11727.0,3.0,4.0,2,9.0,Relatively New,flat,2200.0,0,0,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
bestech park view residency,0.56,sector 2,8629.0,1.0,1.0,2,6.0,Moderately Old,flat,723.0,0,0,0,0,0,0,77,"28.5095° N, 77.0320° E",28.5095,77.032
independent,3.51,sector 54,12342.0,4.0,4.0,3,4.0,New Property,house,2844.0,0,1,0,0,0,0,73,"28.4348° N, 77.1089° E",28.4348,77.1089
dlf regal gardens,1.21,sector 90,6926.0,3.0,3.0,3+,29.0,Relatively New,flat,1581.0,0,0,0,0,0,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,1.5,sector 3,10288.0,3.0,3.0,0,2.0,Old Property,house,210.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
alpha corp gurgaonone,2.2,sector 84,6407.0,4.0,4.0,3+,15.0,Relatively New,flat,3108.0,0,0,0,0,0,0,97,"28.3979° N, 76.9736° E",28.3979,76.9736
ireo skyon,3.0,sector 60,12484.0,3.0,3.0,3,5.0,Relatively New,flat,2400.0,0,0,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
milan cghs 9,2.0,sector 39,8333.0,3.0,3.0,3+,0.0,Old Property,flat,2400.0,0,0,0,0,0,0,0,"28.4434° N, 77.0515° E",28.4434,77.0515
m3m woodshire,0.75,sector 107,5490.0,2.0,2.0,3+,14.0,Relatively New,flat,1201.0,0,0,0,0,0,0,174,"28.5052° N, 76.9729° E",28.5052,76.9729
bestech park view ananda,1.35,sector 81,7542.0,3.0,3.0,3+,8.0,Old Property,flat,1989.0,0,0,0,0,0,0,114,"28.3867° N, 76.9485° E",28.3867,76.9485
smart world orchard,2.5,sector 61,16139.0,3.0,3.0,1,1.0,Under Construction,flat,1549.0,0,0,0,0,0,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
emaar gurgaon greens,1.38,sector 102,13490.0,3.0,3.0,3,6.0,Relatively New,flat,1315.0,0,0,0,0,0,1,128,"28.4750° N, 76.9715° E",28.475,76.9715
signature global synera,0.38,sector 81,9500.0,1.0,1.0,2,3.0,Relatively New,flat,444.0,0,0,0,0,0,0,43,"28.3867° N, 76.9485° E",28.3867,76.9485
huda housing board colony,4.6,sector 31,31507.0,2.0,4.0,3+,3.0,Old Property,house,1460.0,0,0,0,0,1,0,8,"28.4528° N, 77.0498° E",28.4528,77.0498
independent,0.5,sector 6,8333.0,3.0,3.0,2,2.0,Moderately Old,house,600.0,0,0,0,1,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
independent,3.3,sector 57,19097.0,4.0,4.0,2,3.0,Moderately Old,house,1728.0,0,0,1,0,0,1,60,"28.4232° N, 77.0752° E",28.4232,77.0752
puri emerald bay,1.8,sector 104,8824.0,2.0,3.0,3,23.0,New Property,flat,1538.0,0,0,0,0,0,0,36,"28.4788° N, 76.9960° E",28.4788,76.996
umang winter hills,1.05,sector 77,5763.0,3.0,3.0,3,7.0,Relatively New,flat,1600.0,0,0,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
unitech espace,11.0,sector 50,40741.0,4.0,4.0,3+,2.0,Moderately Old,house,2700.0,0,1,0,0,0,1,88,"28.4178° N, 77.0628° E",28.4178,77.0628
emaar mgf the palm drive,2.8,sector 66,16471.0,3.0,4.0,3,8.0,Relatively New,flat,1700.0,0,0,0,0,0,1,117,"28.3925° N, 77.0541° E",28.3925,77.0541
puri emerald bay,2.65,sector 104,15006.0,3.0,4.0,3,15.0,Relatively New,flat,2090.0,0,0,0,0,0,1,174,"28.4788° N, 76.9960° E",28.4788,76.996
silverglades hightown residences,4.2,sector 43,19765.0,3.0,4.0,2,7.0,Under Construction,flat,2125.0,0,0,0,0,0,0,42,"28.4629° N, 77.0772° E",28.4629,77.0772
vatika the seven lamps,1.6,sector 82,6598.0,4.0,5.0,3+,8.0,Relatively New,flat,2195.0,0,0,0,0,0,0,133,"28.3935° N, 76.9600° E",28.3935,76.96
ss the leaf,1.24,sector 85,7122.0,2.0,2.0,3,10.0,Relatively New,flat,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
microtek greenburg,1.25,sector 86,8446.0,2.0,2.0,3,13.0,Moderately Old,flat,1339.0,0,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
emaar mgf marbella,8.7,sector 66,38667.0,4.0,5.0,2,3.0,New Property,house,2250.0,1,1,0,0,0,0,144,"28.3925° N, 77.0541° E",28.3925,77.0541
bptp terra,1.72,sector 37d,9498.0,3.0,3.0,3,9.0,Relatively New,flat,1373.0,0,0,0,0,0,1,24,"28.4478° N, 76.9703° E",28.4478,76.9703
tulip violet,1.42,sector 69,8999.0,3.0,3.0,2,8.0,Relatively New,flat,1428.0,0,0,0,0,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,7.0,sector 50,23333.0,4.0,4.0,2,3.0,Old Property,house,3400.0,0,1,0,0,0,0,118,"28.4178° N, 77.0628° E",28.4178,77.0628
bestech park view city,1.78,sector 48,10023.0,3.0,4.0,2,5.0,Relatively New,flat,1526.0,0,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
sidhartha ncr one phase,0.9,sector 95,4500.0,3.0,3.0,1,15.0,Relatively New,flat,2000.0,0,0,0,0,0,0,60,"28.4172° N, 76.9081° E",28.4172,76.9081
tata primanti,3.25,sector 72,10545.0,3.0,3.0,3,2.0,Moderately Old,flat,2986.0,0,0,0,0,0,0,94,"28.4225° N, 77.0211° E",28.4225,77.0211
shree vardhman victoria,1.07,sector 70,7926.0,2.0,2.0,3,8.0,Relatively New,flat,1222.0,0,0,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
sare green parc 2,0.61,sector 92,4837.0,3.0,2.0,2,6.0,Under Construction,flat,1141.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
godrej summit,1.05,sector 104,5833.0,3.0,4.0,3+,7.0,Relatively New,flat,2000.0,0,0,0,0,0,1,96,"28.4788° N, 76.9960° E",28.4788,76.996
emaar palm gardens,1.8,sector 83,12000.0,3.0,4.0,3+,6.0,Relatively New,flat,1667.0,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
shapoorji pallonji joyville gurugram,1.75,sector 102,9449.0,3.0,3.0,3,10.0,Relatively New,flat,1465.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
m3m soulitude,1.25,sector 89,8784.0,3.0,3.0,3,3.0,New Property,flat,1288.0,0,0,0,0,0,0,61,"28.4253° N, 76.9439° E",28.4253,76.9439
apna enclave,0.55,sector 3,5789.0,2.0,2.0,2,2.0,Old Property,flat,900.0,0,0,0,0,0,0,66,"28.4909° N, 77.0176° E",28.4909,77.0176
vipul belmonte,6.0,sector 53,24490.0,3.0,4.0,3+,6.0,Moderately Old,flat,2217.0,0,0,0,0,0,1,26,"28.4433° N, 77.0948° E",28.4433,77.0948
signature global orchard avenue,0.38,sector 93,6387.0,2.0,2.0,2,7.0,Relatively New,flat,661.0,0,0,0,0,0,0,16,"28.4153° N, 76.9326° E",28.4153,76.9326
ambience creacions,4.78,sector 22,15469.0,3.0,4.0,3,7.0,Relatively New,flat,2500.0,0,0,0,0,0,2,111,"28.5072° N, 77.0640° E",28.5072,77.064
dlf wellington estate,2.09,sector 43,14615.0,3.0,3.0,2,11.0,Old Property,flat,1294.0,0,0,0,0,0,1,79,"28.4629° N, 77.0772° E",28.4629,77.0772
dlf new town heights,1.75,sector 91,7403.0,4.0,4.0,3+,9.0,Relatively New,flat,2139.0,0,0,0,0,0,0,88,"28.4014° N, 76.9225° E",28.4014,76.9225
dlf the belaire,7.0,sector 54,23333.0,4.0,6.0,3+,12.0,Moderately Old,flat,2715.0,0,0,0,0,0,1,108,"28.4348° N, 77.1089° E",28.4348,77.1089
vatika city,2.64,sector 49,11723.0,3.0,4.0,3+,2.0,Moderately Old,flat,2252.0,0,0,0,0,0,1,140,"28.4121° N, 77.0480° E",28.4121,77.048
microtek greenburg,1.25,sector 86,8446.0,3.0,4.0,3,0.0,Relatively New,flat,1339.0,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
vatika inxt floors,1.25,sector 82a,8333.0,3.0,2.0,3,2.0,Relatively New,flat,1667.0,0,0,0,0,0,1,94,"28.3858° N, 76.9686° E",28.3858,76.9686
ss hibiscus,12.5,sector 50,40850.0,4.0,4.0,3+,2.0,Relatively New,house,3060.0,1,1,0,0,0,2,160,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,4.15,sector 14,18444.0,5.0,4.0,2,2.0,Old Property,house,2250.0,0,0,0,0,0,1,51,"28.4711° N, 77.0454° E",28.4711,77.0454
emaar mgf palm studios,1.45,sector 66,14796.0,2.0,2.0,3,3.0,Relatively New,flat,1082.0,0,0,0,0,0,0,92,"28.3925° N, 77.0541° E",28.3925,77.0541
spaze privy,1.9,sector 72,9620.0,3.0,3.0,3,10.0,Moderately Old,flat,1787.0,0,0,0,0,0,1,31,"28.4225° N, 77.0211° E",28.4225,77.0211
dlf the icon,5.25,sector 43,20388.0,4.0,4.0,3,9.0,Old Property,flat,2570.0,0,0,0,0,0,0,135,"28.4629° N, 77.0772° E",28.4629,77.0772
mapsko mount ville,1.2,sector 79,8054.0,3.0,3.0,3,24.0,Relatively New,flat,1348.0,0,0,0,0,0,1,8,"28.3624° N, 76.9787° E",28.3624,76.9787
kiran residency,1.54,sector 56,8324.0,3.0,4.0,3+,5.0,Old Property,flat,1900.0,0,0,0,0,0,1,98,"28.4245° N, 77.0991° E",28.4245,77.0991
sukhshanti apartment,1.7,sector 56,7727.0,3.0,3.0,3,4.0,Moderately Old,flat,2200.0,0,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
ss the leaf,1.06,sector 85,6344.0,2.0,2.0,2,12.0,Relatively New,flat,1512.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
ats kocoon,1.75,sector 109,10029.0,3.0,3.0,3,10.0,Relatively New,flat,1550.0,0,0,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
shree vardhman flora,0.7,sector 90,5385.0,2.0,2.0,3,13.0,New Property,flat,1176.0,0,0,0,0,0,0,15,"28.4085° N, 76.9369° E",28.4085,76.9369
godrej summit,1.2,sector 104,8299.0,3.0,2.0,3+,16.0,Relatively New,flat,1607.0,0,0,0,0,0,1,142,"28.4788° N, 76.9960° E",28.4788,76.996
ansal sushant lok plots,7.0,sector 43,25926.0,5.0,5.0,3+,3.0,Relatively New,house,2700.0,1,1,0,1,0,1,41,"28.4629° N, 77.0772° E",28.4629,77.0772
international city by sobha phase 2,6.8,sector 109,12593.0,4.0,5.0,3,2.0,Relatively New,house,5400.0,0,1,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,1.35,sector 12,12217.0,2.0,5.0,1,3.0,Old Property,house,2052.0,0,0,0,0,0,0,31,"28.4723° N, 77.0320° E",28.4723,77.032
ramprastha the edge towers,1.1,sector 37d,5528.0,3.0,3.0,3,9.0,Relatively New,flat,1990.0,0,0,0,0,0,0,63,"28.4478° N, 76.9703° E",28.4478,76.9703
chd avenue,1.25,sector 71,7172.0,3.0,4.0,2,7.0,Relatively New,flat,1577.0,0,0,0,0,0,1,160,"28.4104° N, 77.0281° E",28.4104,77.0281
pivotal devaan,0.41,sector 84,7033.0,2.0,2.0,2,10.0,New Property,flat,565.0,0,0,0,0,0,1,23,"28.3979° N, 76.9736° E",28.3979,76.9736
apex our homes,0.35,sector 37c,3784.0,2.0,2.0,1,7.0,Relatively New,flat,850.0,0,0,0,0,0,1,158,"28.4515° N, 76.9882° E",28.4515,76.9882
dlf carlton estate,2.0,sector 43,14215.0,3.0,3.0,2,5.0,Moderately Old,flat,1273.0,0,0,0,0,0,0,65,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,0.55,sector 4,4074.0,3.0,3.0,2,2.0,Relatively New,house,1350.0,0,0,0,0,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
parkwood westend,0.7,sector 92,5204.0,2.0,2.0,3,5.0,Under Construction,flat,1217.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
imperia the esfera,0.99,sector 37c,5500.0,3.0,3.0,1,10.0,New Property,flat,1643.0,0,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
godrej summit,0.98,sector 104,5950.0,3.0,3.0,3,12.0,Relatively New,flat,1490.0,0,0,0,0,0,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
dlf regal gardens,1.65,sector 90,7449.0,4.0,4.0,3+,15.0,Relatively New,flat,2214.0,0,0,0,0,0,1,158,"28.4085° N, 76.9369° E",28.4085,76.9369
nbcc heights,0.75,sector 89,6579.0,2.0,2.0,2,6.0,Moderately Old,flat,1032.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
naman residency,0.5,sector 4,11111.0,2.0,2.0,2,2.0,New Property,house,450.0,1,1,0,1,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,9.0,sector 41,27778.0,8.0,5.0,3+,3.0,Old Property,house,3240.0,0,1,1,1,0,1,26,"28.4557° N, 77.0632° E",28.4557,77.0632
tulip yellow,1.8,sector 69,10563.0,3.0,3.0,3,14.0,Under Construction,flat,1893.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf regency park,1.6,sector 28,14545.0,2.0,2.0,2,3.0,Relatively New,flat,1222.0,0,0,0,0,0,0,52,"28.4728° N, 77.0865° E",28.4728,77.0865
tulip violet,1.43,sector 69,9039.0,3.0,3.0,2,1.0,Relatively New,flat,1428.0,0,0,0,0,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf regal gardens,1.23,sector 90,7053.0,3.0,3.0,2,19.0,Relatively New,flat,1578.0,0,0,0,0,0,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
vatika gurgaon,0.75,sector 83,6024.0,2.0,2.0,2,19.0,Relatively New,flat,1150.0,0,0,0,0,0,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
dlf new town heights,1.51,sector 90,6387.0,4.0,4.0,3+,6.0,Relatively New,flat,2362.0,0,0,0,0,0,1,142,"28.4085° N, 76.9369° E",28.4085,76.9369
bestech park view city,1.8,sector 48,10251.0,3.0,4.0,3,3.0,Moderately Old,flat,1951.0,0,0,0,0,0,1,76,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar mgf marbella,12.0,sector 66,37037.0,5.0,5.0,3+,3.0,New Property,house,3240.0,0,1,1,1,0,1,106,"28.3925° N, 77.0541° E",28.3925,77.0541
experion windchants,5.6,sector 112,11530.0,4.0,6.0,3+,15.0,Moderately Old,flat,3662.34,0,0,0,0,0,1,157,"28.5189° N, 77.0183° E",28.5189,77.0183
dlf new town heights,1.15,sector 90,5959.0,3.0,3.0,3+,9.0,Relatively New,flat,1747.0,0,0,0,0,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
tulip violet,1.75,sector 69,8706.0,4.0,4.0,2,10.0,Relatively New,flat,1819.0,0,0,0,0,0,1,109,"28.3966° N, 77.0341° E",28.3966,77.0341
supertech araville,1.35,sector 79,6941.0,3.0,3.0,3,4.0,Relatively New,flat,2161.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
sobha city,2.95,sector 108,14728.0,3.0,4.0,2,12.0,Relatively New,flat,2003.0,0,0,0,0,0,0,49,"28.5134° N, 76.9830° E",28.5134,76.983
hsiidc sidco aravali,0.86,manesar,3323.0,3.0,3.0,3+,3.0,Moderately Old,flat,1900.0,0,0,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
shapoorji pallonji joyville gurugram,1.35,sector 102,14754.0,2.0,2.0,2,10.0,Under Construction,flat,828.0,0,0,0,0,0,0,22,"28.4750° N, 76.9715° E",28.475,76.9715
godrej meridien,3.2,sector 106,16000.0,3.0,3.0,3+,6.0,Under Construction,flat,2224.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
vatika city,1.98,sector 49,9074.0,3.0,4.0,3,9.0,Moderately Old,flat,1750.75,0,0,0,0,0,1,101,"28.4121° N, 77.0480° E",28.4121,77.048
godrej oasis,1.15,sector 88a,7116.0,2.0,2.0,3,14.0,Relatively New,flat,1380.0,0,0,0,0,0,0,174,"28.4347° N, 76.9557° E",28.4347,76.9557
pyramid urban homes 2,0.41,sector 86,8283.0,2.0,2.0,1,7.0,New Property,flat,557.0,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
emaar mgf the palm drive,3.0,sector 66,15385.0,3.0,3.0,2,12.0,Relatively New,flat,1950.0,0,0,0,0,0,0,96,"28.3925° N, 77.0541° E",28.3925,77.0541
unitech the residences,1.1,sector 33,9910.0,2.0,2.0,3,9.0,Moderately Old,flat,1100.0,0,0,0,0,0,1,44,"28.4420° N, 77.0207° E",28.442,77.0207
international city by sobha phase 1,5.5,sector 109,21603.0,4.0,4.0,3+,2.0,New Property,house,2430.0,0,1,0,0,0,0,61,"28.5073° N, 77.0089° E",28.5073,77.0089
ireo skyon,3.75,sector 60,13393.0,4.0,5.0,3,15.0,Relatively New,flat,2534.0,0,0,0,0,0,0,167,"28.4003° N, 77.0975° E",28.4003,77.0975
the close north,2.92,sector 50,11209.0,3.0,3.0,3,10.0,Moderately Old,flat,2600.0,0,0,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
m3m woodshire,0.88,sector 107,6442.0,2.0,2.0,3+,3.0,Relatively New,flat,1236.0,0,0,0,0,0,0,99,"28.5052° N, 76.9729° E",28.5052,76.9729
indiabulls enigma,4.1,sector 110,10567.0,5.0,5.0,2,10.0,Relatively New,flat,3500.0,0,0,0,0,0,0,159,"28.5145° N, 77.0197° E",28.5145,77.0197
elevate,6.75,sector 50,19882.0,4.0,4.0,0,10.0,Moderately Old,flat,3395.0,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
dlf belvedere towers,3.7,sector 25,17619.0,4.0,4.0,3,18.0,Old Property,flat,2333.0,0,0,0,0,0,1,26,"28.4844° N, 77.0860° E",28.4844,77.086
independent,2.2,sector 46,24202.0,3.0,3.0,2,3.0,Old Property,house,909.0,0,0,1,0,0,1,56,"28.4374° N, 77.0586° E",28.4374,77.0586
ansals palam vihar,2.68,sector 2,17213.0,4.0,3.0,2,3.0,Moderately Old,house,1557.0,0,0,1,0,0,1,74,"28.5095° N, 77.0320° E",28.5095,77.032
shri ram apartments,0.46,sector 4,5111.0,2.0,2.0,1,1.0,Relatively New,flat,1000.0,0,0,0,0,0,1,69,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,18.4,sector 26,40726.0,6.0,8.0,3+,4.0,Relatively New,house,12222.0,0,1,1,1,0,1,60,"28.4757° N, 77.1032° E",28.4757,77.1032
mapsko casa bella,1.25,sector 82,6378.0,3.0,4.0,3+,8.0,Under Construction,flat,1774.0,0,0,0,0,0,0,54,"28.3935° N, 76.9600° E",28.3935,76.96
vatika signature villas,3.2,sector 82,14350.0,3.0,4.0,3,1.0,New Property,house,2160.0,1,1,1,1,0,0,66,"28.3935° N, 76.9600° E",28.3935,76.96
supertech araville,0.71,sector 79,6063.0,2.0,2.0,3+,17.0,New Property,flat,1280.0,0,0,0,0,0,0,53,"28.3624° N, 76.9787° E",28.3624,76.9787
umang winter hills,1.35,sector 77,7781.0,3.0,3.0,3+,7.0,New Property,flat,1451.0,0,0,0,0,0,1,96,"28.3801° N, 76.9845° E",28.3801,76.9845
tata primanti,3.3,sector 72,15385.0,3.0,3.0,3+,10.0,Relatively New,flat,2000.0,0,0,0,0,0,1,165,"28.4225° N, 77.0211° E",28.4225,77.0211
vatika sovereign park,3.25,sector 99,9673.0,4.0,4.0,3+,2.0,New Property,flat,3041.0,0,0,0,0,0,0,123,"28.4640° N, 76.9614° E",28.464,76.9614
godrej summit,1.1,sector 104,8668.0,2.0,2.0,3,16.0,Under Construction,flat,1148.0,0,0,0,0,0,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
smart world gems,1.71,sector 89,12000.0,3.0,2.0,0,3.0,New Property,flat,1423.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
signature global city 92,0.75,sector 92,7821.0,2.0,2.0,3,1.0,Relatively New,house,959.0,0,0,0,0,0,0,46,"28.4079° N, 76.9153° E",28.4079,76.9153
supertech araville,0.78,sector 79,6023.0,2.0,2.0,3+,0.0,New Property,flat,1172.0,0,0,0,0,0,0,74,"28.3624° N, 76.9787° E",28.3624,76.9787
rof ananda,0.38,sector 95,6922.0,2.0,2.0,1,4.0,New Property,flat,610.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
pareena laxmi apartments,0.31,sector 99a,5905.0,2.0,2.0,2,6.0,New Property,flat,583.0,0,0,0,0,0,0,74,"28.4561° N, 76.9542° E",28.4561,76.9542
mapsko mount ville,1.85,sector 79,9640.0,3.0,4.0,3,21.0,New Property,flat,1643.0,0,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
ansal sushant lok plots,5.8,sector 43,29974.0,6.0,6.0,3,2.0,Relatively New,house,1935.0,0,1,0,0,1,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
pioneer araya,8.35,sector 62,19514.0,4.0,6.0,3,16.0,Relatively New,flat,3872.0,0,0,0,0,0,0,153,"28.4139° N, 77.0886° E",28.4139,77.0886
emaar mgf emerald floors premier,2.4,sector 65,14545.0,3.0,3.0,3,3.0,Relatively New,flat,1600.0,0,0,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
independent,5.1,sector 23,16569.0,3.0,2.0,0,1.0,Old Property,house,3078.0,0,0,0,0,1,0,27,"28.5121° N, 77.0478° E",28.5121,77.0478
dlf the ultima,2.2,sector 81,11190.0,3.0,4.0,3+,7.0,Relatively New,flat,1900.0,0,0,0,0,0,2,104,"28.3867° N, 76.9485° E",28.3867,76.9485
lavanya apartments,0.9,sector 81,5056.0,3.0,3.0,0,7.0,Relatively New,flat,1780.0,0,0,0,0,0,0,0,"28.3867° N, 76.9485° E",28.3867,76.9485
emaar mgf emerald floors premier,2.9,sector 65,14684.0,4.0,4.0,3+,4.0,Relatively New,flat,1975.0,0,0,0,0,0,1,152,"28.4030° N, 77.0690° E",28.403,77.069
independent,0.95,sector 7,21111.0,2.0,1.0,1,3.0,New Property,house,450.0,0,0,0,0,0,0,15,"28.4644° N, 77.0143° E",28.4644,77.0143
paras dews,1.15,sector 106,6053.0,3.0,4.0,3,5.0,Relatively New,flat,1305.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
sbtl caladium,1.35,sector 109,7181.0,3.0,2.0,3+,12.0,Relatively New,flat,1477.0,0,0,0,0,0,0,128,"28.5073° N, 77.0089° E",28.5073,77.0089
tata primanti,5.0,sector 72,11364.0,4.0,4.0,3+,2.0,New Property,flat,4000.0,0,0,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
